text,emotion
Today I feel scared; it is connected to speaking in public. It has stayed on my mind.,fear
"At this moment, Thinking about the uncertain situation leaves me uneasy. That is my honest reaction.",fear
"After thinking about it, Today I feel tender; it is connected to the person I care about. I can feel it strongly.",love
"After thinking about it, Honestly, the uncertain situation makes me feel frightened. That is my honest reaction.",fear
"At this moment, Thinking about the difficult goodbye leaves me disappointed. I can feel it strongly.",sadness
"After thinking about it, The way I feel can only be described as sorrowful. I can feel it strongly.",sadness
"To be honest, Honestly, speaking in public makes me feel terrified.",fear
"After thinking about it, Honestly, the unexpected announcement makes me feel shocked. It has stayed on my mind.",surprise
"Honestly, the shocking update makes me feel surprised. I can feel it strongly.",surprise
"I have to admit, I feel deeply stunned about the sudden gift. It has stayed on my mind.",surprise
"After thinking about it, Honestly, the unfair decision makes me feel irritated. It has stayed on my mind.",anger
"At this moment, I feel very fond about my family. It has stayed on my mind.",love
"I have to admit, The way I feel can only be described as warm. That is my honest reaction.",love
"I have to admit, I am furious because of the broken promise. It has stayed on my mind.",anger
Thinking about losing the opportunity leaves me disappointed. The feeling is difficult to ignore.,sadness
Today I feel excited; it is connected to the wonderful celebration.,joy
"At this moment, It is hard to hide how devoted I feel about my family. It has stayed on my mind.",love
"To be honest, Right now I am so in disbelief.",surprise
"After thinking about it, Today I feel furious; it is connected to the rude response. That is my honest reaction.",anger
Right now I am deeply excited. I can feel it strongly.,joy
"At this moment, Thinking about the unnecessary delay leaves me annoyed. That is my honest reaction.",anger
"After thinking about it, Today I feel grateful; it is connected to my great result. It has stayed on my mind.",joy
I keep feeling speechless whenever I remember the sudden gift. That is my honest reaction.,surprise
"At this moment, It is hard to hide how startled I feel about the unbelievable result. I can feel it strongly.",surprise
"I have to admit, I am disappointed because of a lonely evening. I can feel it strongly.",sadness
"After thinking about it, I keep feeling optimistic whenever I remember my great result. That is my honest reaction.",joy
"To be honest, Today I feel devoted; it is connected to my family. I can feel it strongly.",love
"At this moment, I am frustrated because of the unfair decision. The feeling is difficult to ignore.",anger
"To be honest, I am frustrated because of the unnecessary delay.",anger
"After thinking about it, Right now I am incredibly fearful. That is my honest reaction.",fear
"To be honest, Thinking about the sudden gift leaves me astonished. I can feel it strongly.",surprise
"I have to admit, I feel incredibly furious about the unnecessary delay. That is my honest reaction.",anger
"After thinking about it, My mood is speechless after the unexpected announcement. It has stayed on my mind.",surprise
My mood is anxious after the uncertain situation. That is my honest reaction.,fear
"I have to admit, Honestly, missing my friends makes me feel sorrowful.",sadness
"After thinking about it, Today I feel heartbroken; it is connected to a lonely evening. It has stayed on my mind.",sadness
"To be honest, Right now I am quite pleased.",joy
"I have to admit, Thinking about the sudden gift leaves me in disbelief. That is my honest reaction.",surprise
"At this moment, Honestly, the rude response makes me feel annoyed. I can feel it strongly.",anger
"After thinking about it, I feel so irritated about the rude response. That is my honest reaction.",anger
The way I feel can only be described as warm. That is my honest reaction.,love
"To be honest, I am startled because of the unexpected announcement.",surprise
"To be honest, I keep feeling panicked whenever I remember speaking in public.",fear
"At this moment, The way I feel can only be described as panicked. The feeling is difficult to ignore.",fear
Right now I am quite wonderful. The feeling is difficult to ignore.,joy
"At this moment, The way I feel can only be described as nervous. It has stayed on my mind.",fear
"I have to admit, Honestly, the unnecessary delay makes me feel furious. It has stayed on my mind.",anger
"After thinking about it, The way I feel can only be described as grateful. It has stayed on my mind.",joy
"I have to admit, I feel completely frustrated about the rude response. It has stayed on my mind.",anger
"To be honest, The way I feel can only be described as frustrated. I can feel it strongly.",anger
I am tearful because of losing the opportunity. I can feel it strongly.,sadness
"After thinking about it, I keep feeling terrified whenever I remember the upcoming examination. The feeling is difficult to ignore.",fear
"I have to admit, I am angry because of being ignored. That is my honest reaction.",anger
"After thinking about it, The way I feel can only be described as cross.",anger
"After thinking about it, Right now I am quite down.",sadness
"After thinking about it, I keep feeling grateful whenever I remember my great result. I can feel it strongly.",joy
"I have to admit, I keep feeling shocked whenever I remember the unbelievable result. It has stayed on my mind.",surprise
The way I feel can only be described as angry.,anger
"At this moment, I feel completely scared about the sudden noise. I can feel it strongly.",fear
"At this moment, Today I feel cross; it is connected to being ignored.",anger
"After thinking about it, I feel extremely uneasy about speaking in public. I can feel it strongly.",fear
"At this moment, I feel incredibly afraid about the upcoming examination. The feeling is difficult to ignore.",fear
